prop_id,Win,Bet,Prop_OU,abs_resid
Ben Simmons_Total Rebounds and Assists_2021-04-10,0,0.05,Total Rebounds and Assists_Over,1.4299999999999997
Seth Curry_Total Rebounds and Assists_2021-04-10,0,0.08,Total Rebounds and Assists_Under,0.6500000000000004
Theo Maledon_Total Rebounds and Assists_2021-04-10,1,0.03,Total Rebounds and Assists_Under,0.8000000000000007
"Luguentz Dort_Total Points, Rebounds and Assists_2021-04-10",1,0.05,"Total Points, Rebounds and Assists_Over",1.6000000000000014
"Seth Curry_Total Points, Rebounds and Assists_2021-04-10",1,0.05,"Total Points, Rebounds and Assists_Over",1.0500000000000007
Jeff Green_Total Points_2021-04-10,1,0.12,Total Points_Under,1.5
LaMarcus Aldridge_Total Points_2021-04-10,1,0.12,Total Points_Under,2.1999999999999993
LaMarcus Aldridge_Total Rebounds_2021-04-10,0,0.25,Total Rebounds_Over,1.54
LaMarcus Aldridge_Total Points and Rebounds_2021-04-10,1,0.03,Total Points and Rebounds_Under,1.1600000000000001
Jeff Green_Total Rebounds and Assists_2021-04-10,1,0.09,Total Rebounds and Assists_Under,0.6900000000000004
Joe Harris_Total Rebounds and Assists_2021-04-10,0,0.11,Total Rebounds and Assists_Under,1.0600000000000005
Kyrie Irving_Total Rebounds and Assists_2021-04-10,0,0.03,Total Rebounds and Assists_Over,0.6900000000000013
"Jeff Green_Total Points, Rebounds and Assists_2021-04-10",1,0.11,"Total Points, Rebounds and Assists_Under",2.1899999999999995
"Joe Harris_Total Points, Rebounds and Assists_2021-04-10",1,0.01,"Total Points, Rebounds and Assists_Under",0.8599999999999994
Jeff Green_Total Made 3 Point Shots_2021-04-10,1,0.09,Total Made 3 Point Shots_Under,0.28
Joe Harris_Total Made 3 Point Shots_2021-04-10,0,0.08,Total Made 3 Point Shots_Over,0.20999999999999996
Kyrie Irving_Total Made 3 Point Shots_2021-04-10,0,0.1,Total Made 3 Point Shots_Over,0.16999999999999993
Kyrie Irving_Total Blocks and Steals_2021-04-10,1,0.08,Total Blocks and Steals_Under,0.5800000000000001
LaMarcus Aldridge_Total Blocks and Steals_2021-04-10,1,0.01,Total Blocks and Steals_Over,0.13000000000000012
Gary Trent Jr._Total Points_2021-04-10,1,0.09,Total Points_Over,2.3999999999999986
Kevin Love_Total Points_2021-04-10,1,0.03,Total Points_Over,0.9000000000000004
OG Anunoby_Total Points_2021-04-10,0,0.14,Total Points_Over,3.1999999999999993
Chris Boucher_Total Rebounds_2021-04-10,1,0.06,Total Rebounds_Under,0.6699999999999999
Collin Sexton_Total Rebounds and Assists_2021-04-10,0,0.15,Total Rebounds and Assists_Over,1.3499999999999996
Dean Wade_Total Rebounds and Assists_2021-04-10,0,0.04,Total Rebounds and Assists_Over,0.41000000000000014
Gary Trent Jr._Total Rebounds and Assists_2021-04-10,1,0.03,Total Rebounds and Assists_Over,0.3200000000000003
Isaac Okoro_Total Rebounds and Assists_2021-04-10,1,0.19,Total Rebounds and Assists_Over,0.9100000000000001
"Darius Garland_Total Points, Rebounds and Assists_2021-04-10",0,0.03,"Total Points, Rebounds and Assists_Under",0.09999999999999787
"Gary Trent Jr._Total Points, Rebounds and Assists_2021-04-10",1,0.05,"Total Points, Rebounds and Assists_Over",2.219999999999999
"Isaac Okoro_Total Points, Rebounds and Assists_2021-04-10",0,0.02,"Total Points, Rebounds and Assists_Over",1.0099999999999998
"OG Anunoby_Total Points, Rebounds and Assists_2021-04-10",0,0.09,"Total Points, Rebounds and Assists_Over",3.5
Ivica Zubac_Total Points_2021-04-11,1,0.03,Total Points_Over,0.8000000000000007
Marcus Morris Sr._Total Points_2021-04-11,1,0.22,Total Points_Over,3.3999999999999986
Paul George_Total Points_2021-04-11,1,0.07,Total Points_Over,3.1000000000000014
Ivica Zubac_Total Rebounds_2021-04-11,1,0.01,Total Rebounds_Over,0.3000000000000007
Ivica Zubac_Total Points and Rebounds_2021-04-11,1,0.05,Total Points and Rebounds_Over,1.6000000000000014
Paul George_Total Rebounds and Assists_2021-04-11,0,0.01,Total Rebounds and Assists_Under,0.39000000000000057
Reggie Jackson_Total Rebounds and Assists_2021-04-11,1,0.15,Total Rebounds and Assists_Over,1.21
"Marcus Morris Sr._Total Points, Rebounds and Assists_2021-04-11",1,0.16,"Total Points, Rebounds and Assists_Over",3.759999999999998
"Paul George_Total Points, Rebounds and Assists_2021-04-11",1,0.02,"Total Points, Rebounds and Assists_Over",2.210000000000001
C.J. McCollum_Total Points_2021-04-11,0,0.02,Total Points_Over,0.8999999999999986
Damian Lillard_Total Points_2021-04-11,1,0.07,Total Points_Under,2.5
Jusuf Nurkic_Total Points_2021-04-11,0,0.02,Total Points_Over,0.40000000000000036
Norman Powell_Total Points_2021-04-11,1,0.04,Total Points_Over,1.1999999999999993
Robert Covington_Total Points and Rebounds_2021-04-11,1,0.01,Total Points and Rebounds_Under,0.7399999999999984
C.J. McCollum_Total Rebounds and Assists_2021-04-11,1,0.08,Total Rebounds and Assists_Over,0.75
Duncan Robinson_Total Rebounds and Assists_2021-04-11,0,0.03,Total Rebounds and Assists_Over,0.3799999999999999
Goran Dragic_Total Rebounds and Assists_2021-04-11,1,0.09,Total Rebounds and Assists_Under,0.9800000000000004
Jimmy Butler_Total Rebounds and Assists_2021-04-11,1,0.02,Total Rebounds and Assists_Under,0.8599999999999994
Jusuf Nurkic_Total Rebounds and Assists_2021-04-11,0,0.03,Total Rebounds and Assists_Under,0.5999999999999996
Norman Powell_Total Rebounds and Assists_2021-04-11,0,0.06,Total Rebounds and Assists_Under,0.4299999999999997
"C.J. McCollum_Total Points, Rebounds and Assists_2021-04-11",0,0.01,"Total Points, Rebounds and Assists_Over",1.1499999999999986
"Damian Lillard_Total Points, Rebounds and Assists_2021-04-11",1,0.04,"Total Points, Rebounds and Assists_Under",2.6400000000000006
"Goran Dragic_Total Points, Rebounds and Assists_2021-04-11",1,0.02,"Total Points, Rebounds and Assists_Under",1.1799999999999997
"Jimmy Butler_Total Points, Rebounds and Assists_2021-04-11",1,0.01,"Total Points, Rebounds and Assists_Under",1.5600000000000023
"Norman Powell_Total Points, Rebounds and Assists_2021-04-11",1,0.04,"Total Points, Rebounds and Assists_Over",1.2699999999999996
Norman Powell_Total Made 3 Point Shots_2021-04-11,0,0.04,Total Made 3 Point Shots_Over,0.020000000000000018
Robert Covington_Total Made 3 Point Shots_2021-04-11,1,0.07,Total Made 3 Point Shots_Under,0.56
Bam Adebayo_Total Blocks and Steals_2021-04-11,1,0.28,Total Blocks and Steals_Over,0.6499999999999999
C.J. McCollum_Total Blocks and Steals_2021-04-11,1,0.08,Total Blocks and Steals_Under,0.21999999999999997
Jusuf Nurkic_Total Blocks and Steals_2021-04-11,1,0.17,Total Blocks and Steals_Over,0.2999999999999998
Robert Covington_Total Blocks and Steals_2021-04-11,0,0.15,Total Blocks and Steals_Over,0.4500000000000002
Trevor Ariza_Total Blocks and Steals_2021-04-11,1,0.17,Total Blocks and Steals_Under,0.3700000000000001
Elfrid Payton_Total Points_2021-04-11,1,0.01,Total Points_Over,0.40000000000000036
Pascal Siakam_Total Points_2021-04-11,1,0.02,Total Points_Under,1
Reggie Bullock_Total Points_2021-04-11,1,0.07,Total Points_Over,0.9000000000000004
Chris Boucher_Total Rebounds_2021-04-11,0,0.02,Total Rebounds_Under,0.8700000000000001
Gary Trent Jr._Total Rebounds and Assists_2021-04-11,1,0.04,Total Rebounds and Assists_Under,0.25
Pascal Siakam_Total Rebounds and Assists_2021-04-11,1,0.09,Total Rebounds and Assists_Under,1.2100000000000009
Reggie Bullock_Total Rebounds and Assists_2021-04-11,0,0.03,Total Rebounds and Assists_Over,0.1200000000000001
RJ Barrett_Total Rebounds and Assists_2021-04-11,0,0.01,Total Rebounds and Assists_Over,0.5
"Gary Trent Jr._Total Points, Rebounds and Assists_2021-04-11",0,0.02,"Total Points, Rebounds and Assists_Under",0.9499999999999993
"Pascal Siakam_Total Points, Rebounds and Assists_2021-04-11",1,0.04,"Total Points, Rebounds and Assists_Under",2.710000000000001
"Reggie Bullock_Total Points, Rebounds and Assists_2021-04-11",0,0.03,"Total Points, Rebounds and Assists_Over",0.5199999999999996
Dejounte Murray_Total Points_2021-04-11,0,0.01,Total Points_Under,0.9000000000000004
DeMar DeRozan_Total Points_2021-04-11,1,0.02,Total Points_Over,1.5
Jakob Poeltl_Total Points_2021-04-11,1,0.06,Total Points_Over,1
Josh Richardson_Total Points_2021-04-11,0,0.05,Total Points_Under,1.3000000000000007
Kristaps Porzingis_Total Points_2021-04-11,0,0.02,Total Points_Under,1
Jakob Poeltl_Total Rebounds_2021-04-11,0,0.05,Total Rebounds_Over,0.16000000000000014
Keldon Johnson_Total Rebounds_2021-04-11,1,0.03,Total Rebounds_Over,0.46999999999999975
Jakob Poeltl_Total Points and Rebounds_2021-04-11,1,0.03,Total Points and Rebounds_Over,1.6600000000000001
Kristaps Porzingis_Total Points and Rebounds_2021-04-11,0,0.01,Total Points and Rebounds_Under,0.8500000000000014
Dejounte Murray_Total Rebounds and Assists_2021-04-11,0,0.05,Total Rebounds and Assists_Over,0.6600000000000001
DeMar DeRozan_Total Rebounds and Assists_2021-04-11,0,0.08,Total Rebounds and Assists_Under,0.9699999999999989
Derrick White_Total Rebounds and Assists_2021-04-11,1,0.02,Total Rebounds and Assists_Under,0.3799999999999999
Josh Richardson_Total Rebounds and Assists_2021-04-11,0,0.02,Total Rebounds and Assists_Under,0.3099999999999996
"Josh Richardson_Total Points, Rebounds and Assists_2021-04-11",0,0.04,"Total Points, Rebounds and Assists_Under",1.1099999999999994
Dillon Brooks_Total Points_2021-04-11,0,0.06,Total Points_Over,1.6000000000000014
Grayson Allen_Total Points_2021-04-11,1,0.01,Total Points_Under,0.8000000000000007
Ja Morant_Total Points_2021-04-11,0,0.01,Total Points_Under,1.3999999999999986
Jonas Valanciunas_Total Points_2021-04-11,1,0.02,Total Points_Over,0.8999999999999986
Jonas Valanciunas_Total Rebounds_2021-04-11,0,0.01,Total Rebounds_Under,0.2699999999999996
Dillon Brooks_Total Rebounds and Assists_2021-04-11,0,0.03,Total Rebounds and Assists_Over,0.23000000000000043
Justin Holiday_Total Rebounds and Assists_2021-04-11,1,0.01,Total Rebounds and Assists_Over,0.10999999999999943
"Dillon Brooks_Total Points, Rebounds and Assists_2021-04-11",0,0.04,"Total Points, Rebounds and Assists_Over",1.3300000000000018
"Grayson Allen_Total Points, Rebounds and Assists_2021-04-11",1,0.01,"Total Points, Rebounds and Assists_Under",0.9100000000000001
Anthony Edwards_Total Points_2021-04-11,1,0.09,Total Points_Under,2.1999999999999993
Patrick Williams_Total Points_2021-04-11,0,0.07,Total Points_Over,0.9000000000000004
Thaddeus Young_Total Points_2021-04-11,0,0.05,Total Points_Over,0.9000000000000004
Tomas Satoransky_Total Points_2021-04-11,1,0.14,Total Points_Over,1.6999999999999993
Zach Lavine_Total Points_2021-04-11,1,0.02,Total Points_Over,1.8999999999999986
Nikola Vucevic_Total Rebounds_2021-04-11,0,0.07,Total Rebounds_Over,1.5399999999999991
Nikola Vucevic_Total Points and Rebounds_2021-04-11,0,0.01,Total Points and Rebounds_Over,1.4399999999999977
Anthony Edwards_Total Rebounds and Assists_2021-04-11,1,0.02,Total Rebounds and Assists_Under,0.6000000000000005
Jaden McDaniels_Total Rebounds and Assists_2021-04-11,1,0.19,Total Rebounds and Assists_Over,1.33
Ricky Rubio_Total Rebounds and Assists_2021-04-11,0,0.02,Total Rebounds and Assists_Under,0.3000000000000007
Zach Lavine_Total Rebounds and Assists_2021-04-11,0,0.03,Total Rebounds and Assists_Under,0.46000000000000085
"Anthony Edwards_Total Points, Rebounds and Assists_2021-04-11",1,0.07,"Total Points, Rebounds and Assists_Under",2.3000000000000007
"Tomas Satoransky_Total Points, Rebounds and Assists_2021-04-11",0,0.01,"Total Points, Rebounds and Assists_Over",1.1999999999999993
Steven Adams_Total Points_2021-04-11,0,0.12,Total Points_Over,0.8000000000000007
Steven Adams_Total Points and Rebounds_2021-04-11,0,0.07,Total Points and Rebounds_Over,1.5300000000000011
Brandon Ingram_Total Rebounds and Assists_2021-04-11,1,0.04,Total Rebounds and Assists_Over,0.7199999999999989
Zion Williamson_Total Rebounds and Assists_2021-04-11,0,0.01,Total Rebounds and Assists_Under,0.16000000000000014
Dwayne Bacon_Total Points_2021-04-11,0,0.28,Total Points_Over,2.9000000000000004
Jrue Holiday_Total Points_2021-04-11,0,0.03,Total Points_Over,1.3999999999999986
Khris Middleton_Total Points_2021-04-11,1,0.1,Total Points_Over,2.8999999999999986
Wendell Carter Jr._Total Points_2021-04-11,1,0.05,Total Points_Under,1
Bobby Portis_Total Rebounds_2021-04-11,0,0.08,Total Rebounds_Over,0.8399999999999999
Wendell Carter Jr._Total Rebounds_2021-04-11,1,0.06,Total Rebounds_Under,1.1500000000000004
Bobby Portis_Total Points and Rebounds_2021-04-11,0,0.04,Total Points and Rebounds_Over,0.9400000000000013
Wendell Carter Jr._Total Points and Rebounds_2021-04-11,1,0.08,Total Points and Rebounds_Under,2.6499999999999986
Donte DiVincenzo_Total Rebounds and Assists_2021-04-11,1,0.11,Total Rebounds and Assists_Over,1.6400000000000006
Dwayne Bacon_Total Rebounds and Assists_2021-04-11,1,0.09,Total Rebounds and Assists_Over,0.41000000000000014
Jrue Holiday_Total Rebounds and Assists_2021-04-11,1,0.07,Total Rebounds and Assists_Over,1.5600000000000005
"Donte DiVincenzo_Total Points, Rebounds and Assists_2021-04-11",0,0.01,"Total Points, Rebounds and Assists_Over",1.0399999999999991
"Dwayne Bacon_Total Points, Rebounds and Assists_2021-04-11",1,0.23,"Total Points, Rebounds and Assists_Over",3.8099999999999987
"Jrue Holiday_Total Points, Rebounds and Assists_2021-04-11",0,0.05,"Total Points, Rebounds and Assists_Over",2.460000000000001
"Khris Middleton_Total Points, Rebounds and Assists_2021-04-11",1,0.06,"Total Points, Rebounds and Assists_Over",3.549999999999997
Christian Wood_Total Points_2021-04-12,1,0.01,Total Points_Over,0.8000000000000007
Deandre Ayton_Total Points_2021-04-12,1,0.01,Total Points_Over,0.6999999999999993
Kevin Porter Jr._Total Points_2021-04-12,1,0.01,Total Points_Over,0.5999999999999996
Mikal Bridges_Total Points_2021-04-12,0,0.03,Total Points_Over,0.8000000000000007
Deandre Ayton_Total Rebounds_2021-04-12,0,0.05,Total Rebounds_Over,0.8900000000000006
Chris Paul_Total Assists_2021-04-12,1,0.07,Total Assists_Under,1.0099999999999998
John Wall_Total Assists_2021-04-12,1,0.17,Total Assists_Under,0.6600000000000001
Jae'Sean Tate_Total Points and Rebounds_2021-04-12,1,0.01,Total Points and Rebounds_Under,0.7799999999999994
"Chris Paul_Total Points, Rebounds and Assists_2021-04-12",1,0.02,"Total Points, Rebounds and Assists_Under",1.8200000000000003
"Deandre Ayton_Total Points, Rebounds and Assists_2021-04-12",0,0.02,"Total Points, Rebounds and Assists_Over",1.5799999999999983
"Jae'Sean Tate_Total Points, Rebounds and Assists_2021-04-12",0,0.03,"Total Points, Rebounds and Assists_Under",1.2399999999999984
"John Wall_Total Points, Rebounds and Assists_2021-04-12",1,0.05,"Total Points, Rebounds and Assists_Under",2.66
"Kelly Olynyk_Total Points, Rebounds and Assists_2021-04-12",0,0.03,"Total Points, Rebounds and Assists_Under",1.5700000000000003
"Mikal Bridges_Total Points, Rebounds and Assists_2021-04-12",0,0.01,"Total Points, Rebounds and Assists_Over",0.8800000000000026
Chris Paul_Total Made 3 Point Shots_2021-04-12,1,0.21,Total Made 3 Point Shots_Over,0.15999999999999992
Jae Crowder_Total Made 3 Point Shots_2021-04-12,0,0.06,Total Made 3 Point Shots_Under,0.31000000000000005
John Wall_Total Made 3 Point Shots_2021-04-12,0,0.19,Total Made 3 Point Shots_Under,0.5800000000000001
Kelly Olynyk_Total Made 3 Point Shots_2021-04-12,0,0.13,Total Made 3 Point Shots_Over,0.3500000000000001
Draymond Green_Total Points_2021-04-12,1,0.02,Total Points_Over,0.40000000000000036
Kent Bazemore_Total Points_2021-04-12,1,0.03,Total Points_Over,0.6999999999999993
Kevon Looney_Total Points_2021-04-12,0,0.03,Total Points_Over,0.40000000000000036
Nikola Jokic_Total Points_2021-04-12,0,0.04,Total Points_Under,1.1000000000000014
Draymond Green_Total Assists_2021-04-12,1,0.08,Total Assists_Under,1.08
Nikola Jokic_Total Assists_2021-04-12,1,0.16,Total Assists_Under,2.59
Nikola Jokic_Total Rebounds and Assists_2021-04-12,1,0.07,Total Rebounds and Assists_Under,0.8100000000000023
Stephen Curry_Total Rebounds and Assists_2021-04-12,0,0.02,Total Rebounds and Assists_Over,0.5800000000000001
"Kent Bazemore_Total Points, Rebounds and Assists_2021-04-12",1,0.05,"Total Points, Rebounds and Assists_Over",1.4000000000000021
"Kevon Looney_Total Points, Rebounds and Assists_2021-04-12",1,0.11,"Total Points, Rebounds and Assists_Over",1.7800000000000011
"Michael Porter Jr._Total Points, Rebounds and Assists_2021-04-12",0,0.01,"Total Points, Rebounds and Assists_Under",0.35999999999999943
"Nikola Jokic_Total Points, Rebounds and Assists_2021-04-12",0,0.05,"Total Points, Rebounds and Assists_Under",2.4099999999999966
"Will Barton_Total Points, Rebounds and Assists_2021-04-12",1,0.01,"Total Points, Rebounds and Assists_Under",0.14999999999999858
Aaron Gordon_Total Made 3 Point Shots_2021-04-12,1,0.26,Total Made 3 Point Shots_Under,0.56
Andrew Wiggins_Total Made 3 Point Shots_2021-04-12,0,0.02,Total Made 3 Point Shots_Over,0.18999999999999995
Michael Porter Jr._Total Made 3 Point Shots_2021-04-12,0,0.07,Total Made 3 Point Shots_Over,0.27
Nikola Jokic_Total Made 3 Point Shots_2021-04-12,1,0.08,Total Made 3 Point Shots_Under,0.30000000000000004
Stephen Curry_Total Made 3 Point Shots_2021-04-12,1,0.19,Total Made 3 Point Shots_Over,1.0199999999999996
Will Barton_Total Made 3 Point Shots_2021-04-12,0,0.09,Total Made 3 Point Shots_Over,0.28
Bojan Bogdanovic_Total Points_2021-04-12,1,0.16,Total Points_Over,3
Deni Avdija_Total Points_2021-04-12,1,0.06,Total Points_Under,0.7000000000000002
Donovan Mitchell_Total Points_2021-04-12,0,0.03,Total Points_Under,1.6000000000000014
Joe Ingles_Total Points_2021-04-12,1,0.04,Total Points_Over,1.1000000000000014
Royce O'Neale_Total Points_2021-04-12,0,0.13,Total Points_Over,1.1999999999999993
Russell Westbrook_Total Rebounds_2021-04-12,0,0.1,Total Rebounds_Under,1.9499999999999993
Donovan Mitchell_Total Assists_2021-04-12,0,0.11,Total Assists_Over,0.7400000000000002
Russell Westbrook_Total Assists_2021-04-12,1,0.1,Total Assists_Under,1.8499999999999996
Bojan Bogdanovic_Total Points and Rebounds_2021-04-12,1,0.13,Total Points and Rebounds_Over,3.2300000000000004
Joe Ingles_Total Points and Rebounds_2021-04-12,1,0.09,Total Points and Rebounds_Over,2.370000000000001
Royce O'Neale_Total Points and Rebounds_2021-04-12,1,0.11,Total Points and Rebounds_Over,1.8999999999999986
Bradley Beal_Total Rebounds and Assists_2021-04-12,1,0.03,Total Rebounds and Assists_Over,0.7399999999999984
Joe Ingles_Total Rebounds and Assists_2021-04-12,1,0.06,Total Rebounds and Assists_Over,1.1799999999999997
"Bojan Bogdanovic_Total Points, Rebounds and Assists_2021-04-12",1,0.12,"Total Points, Rebounds and Assists_Over",3.3999999999999986
"Royce O'Neale_Total Points, Rebounds and Assists_2021-04-12",0,0.08,"Total Points, Rebounds and Assists_Over",1.9099999999999966
"Russell Westbrook_Total Points, Rebounds and Assists_2021-04-12",0,0.02,"Total Points, Rebounds and Assists_Under",2.3999999999999986
Bojan Bogdanovic_Total Made 3 Point Shots_2021-04-12,1,0.16,Total Made 3 Point Shots_Over,0.3900000000000001
Bradley Beal_Total Made 3 Point Shots_2021-04-12,1,0.37,Total Made 3 Point Shots_Over,0.6499999999999999
Donovan Mitchell_Total Made 3 Point Shots_2021-04-12,1,0.05,Total Made 3 Point Shots_Under,0.7400000000000002
Harrison Barnes_Total Points_2021-04-12,1,0.02,Total Points_Over,0.8000000000000007
Steven Adams_Total Points_2021-04-12,0,0.15,Total Points_Over,1.4000000000000004
Richaun Holmes_Total Rebounds_2021-04-12,0,0.03,Total Rebounds_Over,0.2599999999999998
Steven Adams_Total Rebounds_2021-04-12,1,0.07,Total Rebounds_Over,1.1099999999999994
De'Aaron Fox_Total Assists_2021-04-12,0,0.01,Total Assists_Over,0.5700000000000003
Zion Williamson_Total Rebounds and Assists_2021-04-12,1,0.01,Total Rebounds and Assists_Under,0.6500000000000004
"Buddy Hield_Total Points, Rebounds and Assists_2021-04-12",0,0.02,"Total Points, Rebounds and Assists_Under",1.2899999999999991
"Steven Adams_Total Points, Rebounds and Assists_2021-04-12",1,0.14,"Total Points, Rebounds and Assists_Over",3.1199999999999974
Brandon Ingram_Total Made 3 Point Shots_2021-04-12,0,0.17,Total Made 3 Point Shots_Under,0.3500000000000001
Buddy Hield_Total Made 3 Point Shots_2021-04-12,0,0.09,Total Made 3 Point Shots_Under,0.81
De'Aaron Fox_Total Made 3 Point Shots_2021-04-12,1,0.16,Total Made 3 Point Shots_Over,0.4099999999999999
Eric Bledsoe_Total Made 3 Point Shots_2021-04-12,1,0.26,Total Made 3 Point Shots_Under,0.94
Dillon Brooks_Total Points_2021-04-12,1,0.01,Total Points_Over,0.8000000000000007
Patrick Williams_Total Points_2021-04-12,0,0.17,Total Points_Over,1.5999999999999996
Thaddeus Young_Total Points_2021-04-12,1,0.11,Total Points_Over,1.5
Tomas Satoransky_Total Points_2021-04-12,0,0.11,Total Points_Over,1.3000000000000007
Nikola Vucevic_Total Rebounds_2021-04-12,1,0.11,Total Rebounds_Over,1.5199999999999996
Ja Morant_Total Assists_2021-04-12,0,0.02,Total Assists_Over,0.46999999999999975
Zach Lavine_Total Assists_2021-04-12,0,0.01,Total Assists_Over,0.4800000000000004
Nikola Vucevic_Total Rebounds and Assists_2021-04-12,0,0.07,Total Rebounds and Assists_Over,1.3599999999999994
"Grayson Allen_Total Points, Rebounds and Assists_2021-04-12",0,0.01,"Total Points, Rebounds and Assists_Under",0.8200000000000003
"Nikola Vucevic_Total Points, Rebounds and Assists_2021-04-12",0,0.01,"Total Points, Rebounds and Assists_Over",1.460000000000008
"Patrick Williams_Total Points, Rebounds and Assists_2021-04-12",0,0.04,"Total Points, Rebounds and Assists_Over",0.9699999999999989
"Thaddeus Young_Total Points, Rebounds and Assists_2021-04-12",1,0.01,"Total Points, Rebounds and Assists_Over",1
"Tomas Satoransky_Total Points, Rebounds and Assists_2021-04-12",0,0.03,"Total Points, Rebounds and Assists_Over",1.0599999999999987
Dillon Brooks_Total Made 3 Point Shots_2021-04-12,0,0.15,Total Made 3 Point Shots_Over,0.33000000000000007
Grayson Allen_Total Made 3 Point Shots_2021-04-12,1,0.23,Total Made 3 Point Shots_Over,0.52
Nikola Vucevic_Total Made 3 Point Shots_2021-04-12,0,0.01,Total Made 3 Point Shots_Under,0.31999999999999984
Zach Lavine_Total Made 3 Point Shots_2021-04-12,0,0.07,Total Made 3 Point Shots_Over,0.08999999999999986
Dejounte Murray_Total Points_2021-04-12,0,0.04,Total Points_Under,1.3000000000000007
DeMar DeRozan_Total Points_2021-04-12,0,0.04,Total Points_Over,1.6999999999999993
Derrick White_Total Points_2021-04-12,0,0.05,Total Points_Over,1.3000000000000007
DeMar DeRozan_Total Assists_2021-04-12,0,0.02,Total Assists_Over,0.33000000000000007
Dejounte Murray_Total Rebounds and Assists_2021-04-12,0,0.04,Total Rebounds and Assists_Over,0.870000000000001
"DeMar DeRozan_Total Points, Rebounds and Assists_2021-04-12",0,0.01,"Total Points, Rebounds and Assists_Over",1.5799999999999983
Derrick White_Total Made 3 Point Shots_2021-04-12,1,0.1,Total Made 3 Point Shots_Under,0.54
Andre Drummond_Total Points_2021-04-12,1,0.02,Total Points_Under,0.8000000000000007
Reggie Bullock_Total Points_2021-04-12,0,0.07,Total Points_Under,0.9000000000000004
RJ Barrett_Total Points_2021-04-12,1,0.01,Total Points_Under,0.8000000000000007
Nerlens Noel_Total Rebounds_2021-04-12,0,0.03,Total Rebounds_Under,0.21999999999999975
Dennis Schroder_Total Assists_2021-04-12,0,0.12,Total Assists_Over,1.1799999999999997
Markieff Morris_Total Rebounds and Assists_2021-04-12,0,0.09,Total Rebounds and Assists_Over,1.04
"Dennis Schroder_Total Points, Rebounds and Assists_2021-04-12",1,0.04,"Total Points, Rebounds and Assists_Over",1.5
"Elfrid Payton_Total Points, Rebounds and Assists_2021-04-12",1,0.02,"Total Points, Rebounds and Assists_Over",0.7899999999999991
"Julius Randle_Total Points, Rebounds and Assists_2021-04-12",0,0.02,"Total Points, Rebounds and Assists_Under",0.7499999999999929
"Markieff Morris_Total Points, Rebounds and Assists_2021-04-12",1,0.07,"Total Points, Rebounds and Assists_Over",1.740000000000002
"Nerlens Noel_Total Points, Rebounds and Assists_2021-04-12",0,0.02,"Total Points, Rebounds and Assists_Under",0.6400000000000006
"Reggie Bullock_Total Points, Rebounds and Assists_2021-04-12",0,0.02,"Total Points, Rebounds and Assists_Under",0.7599999999999998
Dennis Schroder_Total Made 3 Point Shots_2021-04-12,0,0.03,Total Made 3 Point Shots_Over,0.020000000000000018
Julius Randle_Total Made 3 Point Shots_2021-04-12,1,0.32,Total Made 3 Point Shots_Under,1.09
Markieff Morris_Total Made 3 Point Shots_2021-04-12,1,0.07,Total Made 3 Point Shots_Over,0.17999999999999994
Reggie Bullock_Total Made 3 Point Shots_2021-04-12,0,0.16,Total Made 3 Point Shots_Under,0.7
RJ Barrett_Total Made 3 Point Shots_2021-04-12,1,0.09,Total Made 3 Point Shots_Under,0.24
Dennis Schroder_Total Blocks and Steals_2021-04-12,1,0.15,Total Blocks and Steals_Under,0.3999999999999999
Julius Randle_Total Blocks and Steals_2021-04-12,0,0.07,Total Blocks and Steals_Under,0.28
RJ Barrett_Total Blocks and Steals_2021-04-12,0,0.11,Total Blocks and Steals_Under,0.33999999999999986
Jimmy Butler_Total Points_2021-04-13,1,0.02,Total Points_Under,1.1999999999999993
Kendrick Nunn_Total Points_2021-04-13,0,0.03,Total Points_Over,0.8000000000000007
Mikal Bridges_Total Points_2021-04-13,0,0.03,Total Points_Over,0.8000000000000007
Trevor Ariza_Total Points_2021-04-13,1,0.04,Total Points_Over,0.8000000000000007
Bam Adebayo_Total Rebounds_2021-04-13,0,0.01,Total Rebounds_Under,0.4299999999999997
Deandre Ayton_Total Rebounds_2021-04-13,1,0.08,Total Rebounds_Over,1.2100000000000009
Chris Paul_Total Assists_2021-04-13,1,0.06,Total Assists_Under,0.7000000000000002
Jimmy Butler_Total Points and Rebounds_2021-04-13,1,0.03,Total Points and Rebounds_Under,1.7999999999999972
Devin Booker_Total Rebounds and Assists_2021-04-13,1,0.02,Total Rebounds and Assists_Under,1.0899999999999999
Kendrick Nunn_Total Rebounds and Assists_2021-04-13,0,0.11,Total Rebounds and Assists_Under,0.7999999999999998
"Chris Paul_Total Points, Rebounds and Assists_2021-04-13",1,0.03,"Total Points, Rebounds and Assists_Under",1.9599999999999973
"Deandre Ayton_Total Points, Rebounds and Assists_2021-04-13",1,0.01,"Total Points, Rebounds and Assists_Over",1.2000000000000028
"Jimmy Butler_Total Points, Rebounds and Assists_2021-04-13",1,0.01,"Total Points, Rebounds and Assists_Under",1.5
"Mikal Bridges_Total Points, Rebounds and Assists_2021-04-13",0,0.05,"Total Points, Rebounds and Assists_Over",1.4299999999999997
Chris Paul_Total Made 3 Point Shots_2021-04-13,0,0.07,Total Made 3 Point Shots_Over,0.030000000000000027
Jae Crowder_Total Made 3 Point Shots_2021-04-13,1,0.07,Total Made 3 Point Shots_Under,0.33999999999999986
